date,ht,at,hg,ag,result,h_odds,d_odds,a_odds
2004-12-19,academica,beira mar,1,1,D,2.0,3.2,3.2
2004-12-19,setubal,leiria,1,1,D,2.0,3.1,3.3
2004-12-19,nacional,belenenses,2,0,H,2.1,3.0,3.2
2004-12-20,guimaraes,sporting,2,4,A,3.3,3.1,2.0
2004-12-22,maritimo,porto,1,1,D,3.2,3.2,2.0
2005-01-07,estoril,setubal,2,1,H,2.3,3.1,2.7
2005-01-08,boavista,guimaraes,2,1,H,1.57,3.25,5.5
2005-01-08,sporting,benfica,2,1,H,2.2,3.0,3.0
2005-01-09,porto,rio ave,1,1,D,1.3,4.33,8.0
2005-01-09,penafiel,nacional,0,1,A,1.9,3.0,3.75
2005-01-09,leiria,maritimo,0,0,D,2.0,3.0,3.4
2005-01-09,belenenses,gil vicente,0,1,A,1.9,3.0,3.75
2005-01-09,beira mar,sp braga,1,4,A,2.5,3.1,2.5
2005-01-09,moreirense,academica,1,0,H,2.0,3.0,3.4
2005-01-15,guimaraes,beira mar,1,0,H,1.72,3.2,4.33
2005-01-15,academica,porto,0,0,D,5.5,3.4,1.53
2005-01-16,benfica,boavista,4,0,H,1.83,3.0,4.0
2005-01-16,gil vicente,penafiel,0,1,A,1.8,3.1,4.0
2005-01-16,maritimo,estoril,2,1,H,1.72,3.1,4.5
2005-01-16,nacional,sporting,3,2,H,3.75,3.25,1.8
2005-01-16,rio ave,leiria,2,0,H,2.2,3.2,2.8
2005-01-16,sp braga,moreirense,0,0,D,1.5,3.4,6.0
2005-01-17,setubal,belenenses,1,2,A,1.72,3.1,4.5
2005-01-21,sp braga,academica,2,0,H,1.4,3.75,7.0
2005-01-22,setubal,penafiel,4,0,H,1.72,3.25,4.2
2005-01-22,guimaraes,moreirense,0,0,D,1.66,3.4,4.33
2005-01-22,nacional,boavista,0,2,A,2.5,3.2,2.5
2005-01-22,benfica,beira mar,0,2,A,1.22,5.0,9.0
2005-01-23,gil vicente,sporting,0,3,A,3.6,3.25,1.83
2005-01-23,leiria,porto,0,1,A,3.6,3.25,1.83
2005-01-23,maritimo,belenenses,0,0,D,1.72,3.4,4.0
2005-01-23,rio ave,estoril,2,1,H,1.66,3.4,4.33
2005-01-29,academica,guimaraes,0,2,A,2.39,3.2,2.6
2005-01-29,moreirense,benfica,1,2,A,4.5,3.39,1.66
2005-01-30,beira mar,nacional,0,3,A,2.25,3.1,2.79
2005-01-30,belenenses,rio ave,2,1,H,1.83,3.2,3.75
2005-01-30,boavista,gil vicente,2,2,D,1.5,3.6,5.5
2005-01-30,estoril,leiria,1,1,D,2.37,3.1,2.62
2005-01-30,penafiel,maritimo,0,1,A,2.37,3.1,2.62
2005-01-30,porto,sp braga,1,3,A,1.5,3.6,5.5
2005-01-31,sporting,setubal,1,1,D,1.36,4.0,7.0
2005-02-04,guimaraes,sp braga,1,0,H,2.5,3.2,2.5
2005-02-05,leiria,belenenses,1,0,H,2.0,3.2,3.2
2005-02-05,rio ave,penafiel,1,0,H,1.66,3.4,4.33
2005-02-05,estoril,porto,1,2,A,4.33,3.4,1.66
2005-02-06,benfica,academica,3,0,H,1.2,5.5,11.0
2005-02-06,gil vicente,beira mar,2,0,H,1.9,3.25,3.5
2005-02-06,maritimo,sporting,3,0,H,3.0,3.0,2.2
2005-02-06,nacional,moreirense,4,1,H,1.8,3.25,4.0
2005-02-07,setubal,boavista,0,0,D,2.4,3.2,2.6
2005-02-11,belenenses,estoril,3,0,H,1.72,3.4,4.0
2005-02-12,sp braga,benfica,0,0,D,2.5,3.1,2.5
2005-02-13,penafiel,leiria,3,0,H,2.3,3.1,2.7
2005-02-13,sporting,rio ave,5,0,H,1.44,3.75,6.0
2005-02-13,boavista,maritimo,3,2,H,1.8,3.2,4.0
2005-02-13,moreirense,gil vicente,1,0,H,2.2,3.2,2.8
2005-02-13,porto,guimaraes,0,0,D,1.36,4.0,7.0
2005-02-13,academica,nacional,1,0,H,2.5,3.1,2.5
2005-02-13,beira mar,setubal,1,1,D,2.37,3.1,2.62
2005-02-18,belenenses,porto,0,1,A,3.2,3.2,2.0
2005-02-18,nacional,sp braga,1,0,H,2.37,3.1,2.62
2005-02-19,gil vicente,academica,0,1,A,1.57,3.5,5.0
2005-02-19,leiria,sporting,0,0,D,3.5,3.2,1.9
2005-02-19,maritimo,beira mar,0,0,D,1.5,3.6,5.5
2005-02-19,rio ave,boavista,2,2,D,2.37,3.1,2.62
2005-02-19,setubal,moreirense,2,2,D,1.66,3.25,4.5
2005-02-19,estoril,penafiel,3,2,H,2.2,3.1,2.87
2005-02-21,benfica,guimaraes,2,1,H,1.44,3.75,6.0
2005-02-25,sp braga,gil vicente,2,1,H,1.57,3.5,5.0
2005-02-26,boavista,leiria,0,0,D,1.57,3.5,5.0
2005-02-26,penafiel,belenenses,0,0,D,2.25,3.2,2.75
2005-02-27,moreirense,maritimo,1,0,H,2.37,3.2,2.6
2005-02-27,academica,setubal,3,3,D,2.25,3.2,2.75
2005-02-27,beira mar,rio ave,0,0,D,2.5,3.0,2.62
2005-02-27,guimaraes,nacional,1,1,D,1.83,3.25,3.6
2005-02-28,porto,benfica,1,1,D,1.9,3.1,3.6
2005-02-28,sporting,estoril,4,0,H,1.28,4.5,8.0
2005-03-04,gil vicente,guimaraes,1,3,A,2.25,3.2,2.75
2005-03-05,estoril,boavista,3,3,D,2.8,3.2,2.2
2005-03-05,penafiel,porto,1,2,A,4.0,3.4,1.72
2005-03-06,belenenses,sporting,1,0,H,3.2,3.2,2.0
2005-03-06,leiria,beira mar,5,1,H,1.72,3.4,4.0
2005-03-06,maritimo,academica,1,1,D,1.53,3.4,5.5
2005-03-06,nacional,benfica,0,1,A,3.2,3.2,2.0
2005-03-06,rio ave,moreirense,1,0,H,1.66,3.3,4.5
2005-03-07,setubal,sp braga,1,4,A,2.25,3.2,2.75
2005-03-11,porto,nacional,0,4,A,1.3,4.33,8.5
2005-03-12,sp braga,maritimo,1,1,D,1.72,3.2,4.33
2005-03-12,benfica,gil vicente,2,0,H,1.28,4.5,8.5
2005-03-13,sporting,penafiel,0,2,A,1.25,4.5,10.0
2005-03-13,academica,rio ave,0,0,D,2.4,3.0,2.62
2005-03-13,guimaraes,setubal,3,1,H,1.9,3.2,3.5
2005-03-13,beira mar,estoril,2,1,H,2.1,3.2,3.0
2005-03-13,moreirense,leiria,0,0,D,2.1,3.2,3.0
2005-03-14,boavista,belenenses,2,0,H,1.57,3.5,5.0
2005-03-18,maritimo,guimaraes,1,2,A,1.9,3.2,3.5
2005-03-19,penafiel,boavista,1,1,D,2.8,3.2,2.2
2005-03-19,setubal,benfica,0,2,A,3.75,3.2,1.83
2005-03-20,belenenses,beira mar,2,0,H,1.72,3.4,4.0
2005-03-20,estoril,moreirense,2,0,H,2.0,3.2,3.2
2005-03-20,gil vicente,nacional,3,2,H,2.3,3.2,2.7
2005-03-20,leiria,academica,1,2,A,1.66,3.4,4.33
2005-03-20,rio ave,sp braga,1,1,D,2.25,3.2,2.75
2005-03-21,sporting,porto,2,0,H,2.3,3.1,2.8
2005-04-01,guimaraes,rio ave,0,0,D,1.72,3.25,4.2
2005-04-02,boavista,sporting,0,4,A,2.5,3.1,2.5
2005-04-03,academica,estoril,1,0,H,1.8,3.2,4.0
2005-04-03,beira mar,penafiel,1,3,A,2.2,3.2,2.8
2005-04-03,benfica,maritimo,4,3,H,1.4,3.75,7.0
2005-04-03,moreirense,belenenses,0,1,A,2.1,3.1,3.1
2005-04-03,nacional,setubal,1,3,A,1.72,3.25,4.2
2005-04-03,porto,gil vicente,1,0,H,1.28,4.5,8.0
2005-04-04,sp braga,leiria,1,0,H,1.66,3.4,4.33
2005-04-08,maritimo,nacional,2,1,H,1.9,3.2,3.5
2005-04-09,boavista,porto,1,0,H,2.62,3.1,2.37
2005-04-10,sporting,beira mar,1,0,H,1.2,5.5,9.5
2005-04-10,setubal,gil vicente,0,0,D,1.8,3.2,4.0
2005-04-10,leiria,guimaraes,0,1,A,2.37,3.1,2.62
2005-04-10,penafiel,moreirense,1,0,H,1.8,3.2,4.0
2005-04-10,rio ave,benfica,1,0,H,3.2,3.2,2.0
2005-04-11,belenenses,academica,0,0,D,1.72,3.4,4.0
2005-04-11,estoril,sp braga,0,1,A,2.75,3.2,2.25
2005-04-15,beira mar,boavista,1,0,H,3.2,3.2,2.0
2005-04-16,benfica,leiria,1,1,D,1.3,4.33,8.0
2005-04-16,porto,setubal,2,1,H,1.4,4.0,6.5
2005-04-17,academica,penafiel,4,1,H,1.9,3.2,3.5
2005-04-17,gil vicente,maritimo,1,0,H,2.1,3.2,3.0
2005-04-17,guimaraes,estoril,1,0,H,1.5,3.6,5.5
2005-04-17,nacional,rio ave,0,0,D,2.1,3.2,3.0
2005-04-17,sp braga,belenenses,2,0,H,1.61,3.5,4.5
2005-04-18,moreirense,sporting,1,3,A,4.0,3.4,1.72
2005-04-22,belenenses,guimaraes,1,0,H,2.25,3.2,2.75
2005-04-23,boavista,moreirense,1,1,D,1.4,3.75,7.0
2005-04-23,sporting,academica,0,0,D,1.28,4.5,8.0
2005-04-24,beira mar,porto,0,1,A,4.5,3.5,1.61
2005-04-24,estoril,benfica,1,2,A,5.5,3.6,1.5
2005-04-24,leiria,nacional,1,0,H,2.0,3.2,3.2
2005-04-24,maritimo,setubal,3,1,H,1.83,3.2,3.75
2005-04-24,rio ave,gil vicente,0,1,A,1.72,3.4,4.0
2005-04-25,penafiel,sp braga,1,0,H,2.75,3.2,2.25
2005-04-29,academica,boavista,1,0,H,2.62,3.1,2.37
2005-04-30,setubal,rio ave,2,0,H,2.1,3.2,3.0
2005-04-30,nacional,estoril,4,1,H,1.57,3.5,5.0
2005-04-30,moreirense,beira mar,0,0,D,2.0,3.2,3.2
2005-04-30,porto,maritimo,1,0,H,1.36,4.0,7.0
2005-04-30,benfica,belenenses,1,0,H,1.33,4.33,7.0
2005-04-30,gil vicente,leiria,1,1,D,1.9,3.2,3.5
2005-05-01,sp braga,sporting,0,3,A,2.6,3.0,2.5
2005-05-02,guimaraes,penafiel,2,1,H,1.61,3.5,4.5
2005-05-06,belenenses,nacional,1,0,H,1.8,3.4,3.6
2005-05-07,boavista,sp braga,1,2,A,2.1,3.2,3.0
2005-05-07,penafiel,benfica,1,0,H,5.5,3.6,1.5
2005-05-08,rio ave,maritimo,0,0,D,1.9,3.25,3.4
2005-05-08,beira mar,academica,0,0,D,2.37,3.2,2.62
2005-05-08,estoril,gil vicente,2,0,H,2.5,3.1,2.5
2005-05-08,leiria,setubal,0,2,A,2.0,3.2,3.2
2005-05-08,moreirense,porto,1,1,D,5.5,3.6,1.5
2005-05-09,sporting,guimaraes,1,0,H,1.4,3.75,7.0
2005-05-14,sp braga,beira mar,1,1,D,1.28,4.5,8.0
2005-05-14,setubal,estoril,2,2,D,2.0,3.4,3.0
2005-05-14,rio ave,porto,0,2,A,5.0,3.5,1.57
2005-05-14,nacional,penafiel,1,3,A,1.83,3.2,3.75
2005-05-14,maritimo,leiria,2,0,H,1.83,3.2,3.75
2005-05-14,gil vicente,belenenses,1,0,H,1.9,3.2,3.5
2005-05-14,benfica,sporting,1,0,H,2.1,3.1,3.1
2005-05-14,guimaraes,boavista,2,0,H,2.1,3.1,3.1
2005-05-14,academica,moreirense,0,4,A,1.72,3.4,4.0
2005-05-22,porto,academica,1,1,D,1.2,5.5,9.0
2005-05-22,beira mar,guimaraes,2,2,D,2.87,3.0,2.25
2005-05-22,belenenses,setubal,0,0,D,1.9,3.4,3.25
2005-05-22,boavista,benfica,1,1,D,4.5,2.75,1.9
2005-05-22,estoril,maritimo,0,1,A,2.5,3.2,2.4
2005-05-22,leiria,rio ave,0,3,A,2.1,3.0,3.2
2005-05-22,moreirense,sp braga,2,1,H,3.2,3.2,2.0
2005-05-22,penafiel,gil vicente,1,3,A,1.8,3.25,3.75
2005-05-22,sporting,nacional,2,4,A,1.16,5.5,11.0
2005-08-19,sporting,belenenses,2,1,H,1.36,4.2,9.0
2005-08-20,academica,benfica,0,0,D,5.0,3.3,1.72
2005-08-20,boavista,setubal,0,0,D,1.57,3.5,5.0
2005-08-21,gil vicente,maritimo,1,0,H,2.1,3.2,3.0
2005-08-21,guimaraes,naval,0,2,A,1.53,3.4,5.5
2005-08-21,pacos ferreira,nacional,0,1,A,2.2,3.0,3.0
2005-08-21,penafiel,rio ave,0,2,A,2.0,3.1,3.3
2005-08-21,porto,est amadora,1,0,H,1.16,5.5,11.0
2005-08-22,leiria,sp braga,0,1,A,2.62,3.1,2.37
2005-08-26,naval,porto,2,3,A,5.5,3.5,1.53
2005-08-27,belenenses,leiria,3,1,H,1.72,3.3,4.33
2005-08-27,benfica,gil vicente,0,2,A,1.25,5.0,8.5
2005-08-28,nacional,academica,2,2,D,1.9,3.2,3.6
2005-08-28,rio ave,guimaraes,3,1,H,2.1,3.2,3.1
2005-08-28,sp braga,penafiel,1,0,H,1.53,3.5,5.5
2005-08-28,maritimo,sporting,1,2,A,3.1,3.2,2.1
2005-08-28,setubal,pacos ferreira,0,1,A,1.72,3.2,4.5
2005-08-29,est amadora,boavista,1,1,D,3.2,3.2,2.1
2005-09-09,guimaraes,sp braga,0,2,A,2.37,3.2,2.6
2005-09-10,porto,rio ave,3,0,H,1.3,4.33,8.0
2005-09-10,sporting,benfica,2,1,H,2.2,3.1,2.87
2005-09-11,leiria,maritimo,0,0,D,2.1,3.1,3.1
2005-09-11,gil vicente,nacional,0,1,A,1.9,3.1,3.6
2005-09-11,est amadora,naval,2,1,H,2.1,3.1,3.1
2005-09-11,boavista,pacos ferreira,4,1,H,1.5,3.5,6.0
2005-09-11,academica,setubal,0,1,A,2.0,3.2,3.2
2005-09-12,penafiel,belenenses,0,3,A,2.2,3.1,2.87
2005-09-16,naval,boavista,2,2,D,2.75,3.25,2.25
2005-09-18,benfica,leiria,4,0,H,1.28,4.5,8.5
2005-09-18,maritimo,penafiel,2,2,D,1.66,3.4,4.5
2005-09-18,pacos ferreira,academica,2,1,H,2.1,3.2,3.1
2005-09-18,rio ave,est amadora,2,1,H,1.61,3.4,5.0
2005-09-18,setubal,gil vicente,1,0,H,2.0,3.1,3.4
2005-09-18,sp braga,porto,0,0,D,2.87,3.2,2.2
2005-09-19,belenenses,guimaraes,3,1,H,1.72,3.25,4.33
2005-09-19,nacional,sporting,2,1,H,3.75,3.3,1.83
2005-09-23,penafiel,benfica,1,3,A,3.75,3.3,1.8
2005-09-24,guimaraes,maritimo,1,0,H,2.2,3.2,2.8
2005-09-24,porto,belenenses,2,0,H,1.28,4.5,8.0
2005-09-25,est amadora,sp braga,0,0,D,2.8,3.2,2.2
2005-09-25,gil vicente,pacos ferreira,2,0,H,1.8,3.3,3.75
2005-09-25,leiria,nacional,0,0,D,2.5,3.1,2.5
2005-09-25,naval,rio ave,1,0,H,2.4,3.2,2.5
2005-09-25,sporting,setubal,1,0,H,1.3,4.33,8.0
2005-09-26,boavista,academica,2,1,H,1.57,3.5,5.0
2005-09-30,belenenses,est amadora,0,2,A,1.53,3.5,5.5
2005-10-01,rio ave,boavista,1,1,D,2.5,3.0,2.62
2005-10-02,pacos ferreira,sporting,3,0,H,4.0,3.25,1.8
2005-10-02,nacional,penafiel,2,0,H,1.61,3.4,5.0
2005-10-02,setubal,leiria,2,0,H,1.8,3.25,4.0
2005-10-02,academica,gil vicente,2,0,H,2.3,3.2,2.7
2005-10-02,maritimo,porto,2,2,D,4.33,3.25,1.72
2005-10-03,benfica,guimaraes,2,1,H,1.4,3.75,7.5
2005-10-04,sp braga,naval,1,0,H,1.44,3.75,6.5
2005-10-14,rio ave,sp braga,1,2,A,2.4,3.2,2.62
2005-10-15,guimaraes,nacional,0,0,D,2.0,3.2,3.4
2005-10-15,porto,benfica,0,2,A,1.9,3.25,3.6
2005-10-16,est amadora,maritimo,2,2,D,2.1,3.2,3.2
2005-10-16,leiria,pacos ferreira,3,0,H,2.25,3.25,2.8
2005-10-16,naval,belenenses,2,1,H,2.3,3.2,2.8
2005-10-16,penafiel,setubal,0,1,A,2.5,3.25,2.5
2005-10-16,sporting,academica,0,1,A,1.3,4.5,8.5
2005-10-17,boavista,gil vicente,2,0,H,1.61,3.5,5.0
2005-10-21,belenenses,rio ave,1,2,A,2.0,3.2,3.2
2005-10-22,benfica,est amadora,2,0,H,1.28,4.33,8.5
2005-10-22,sp braga,boavista,1,0,H,1.9,3.25,3.4
2005-10-23,academica,leiria,1,3,A,1.9,3.25,3.4
2005-10-23,gil vicente,sporting,2,2,D,3.2,3.2,2.0
2005-10-23,maritimo,naval,2,1,H,1.9,3.25,3.4
2005-10-23,nacional,porto,0,1,A,3.0,3.2,2.1
2005-10-23,pacos ferreira,penafiel,2,2,D,1.72,3.4,4.0
2005-10-23,setubal,guimaraes,0,1,A,1.9,3.25,3.4
2005-10-29,naval,benfica,1,1,D,4.33,3.4,1.72
2005-10-29,porto,setubal,0,0,D,1.33,4.33,8.0
2005-10-30,leiria,gil vicente,3,0,H,2.0,3.2,3.4
2005-10-30,boavista,sporting,2,2,D,2.5,3.1,2.6
2005-10-30,est amadora,nacional,0,2,A,2.5,3.1,2.6
2005-10-30,guimaraes,pacos ferreira,0,2,A,1.8,3.2,4.2
2005-10-30,rio ave,maritimo,2,2,D,1.72,3.25,4.5
2005-10-30,penafiel,academica,1,0,H,2.4,3.1,2.7
2005-10-31,sp braga,belenenses,2,0,H,1.53,3.5,6.0
2005-11-04,sporting,leiria,2,1,H,1.44,3.75,6.5
2005-11-05,belenenses,boavista,1,1,D,2.5,3.2,2.5
2005-11-05,maritimo,sp braga,1,0,H,2.75,3.2,2.25
2005-11-06,setubal,est amadora,1,0,H,1.66,3.4,4.5
2005-11-06,benfica,rio ave,2,2,D,1.36,4.0,7.5
2005-11-06,gil vicente,penafiel,2,2,D,1.8,3.25,4.0
2005-11-06,nacional,naval,2,0,H,1.66,3.4,4.5
2005-11-06,pacos ferreira,porto,0,1,A,4.0,3.25,1.8
2005-11-07,academica,guimaraes,1,0,H,2.25,3.2,2.75
2005-11-18,guimaraes,gil vicente,2,0,H,1.9,3.25,3.5
2005-11-19,porto,academica,5,1,H,1.33,4.33,7.5
2005-11-19,sp braga,benfica,3,2,H,2.25,3.25,2.75
2005-11-20,boavista,leiria,2,0,H,1.57,3.4,5.5
2005-11-20,est amadora,pacos ferreira,0,0,D,2.25,3.4,2.62
2005-11-20,naval,setubal,0,3,A,2.37,3.2,2.62
2005-11-20,penafiel,sporting,0,1,A,4.0,3.4,1.72
2005-11-20,rio ave,nacional,0,2,A,2.37,3.2,2.62
2005-11-21,belenenses,maritimo,0,1,A,2.2,3.25,2.8
2005-11-25,nacional,sp braga,1,0,H,2.2,3.25,2.75
2005-11-26,maritimo,boavista,1,1,D,2.25,3.1,2.87
2005-11-27,setubal,rio ave,1,0,H,1.83,3.3,3.75
2005-11-27,sporting,guimaraes,2,0,H,1.4,4.0,6.5
2005-11-27,pacos ferreira,naval,3,1,H,1.83,3.3,3.75
2005-11-27,leiria,penafiel,1,1,D,1.72,3.3,4.33
2005-11-27,benfica,belenenses,0,0,D,1.28,4.5,8.5
2005-11-27,academica,est amadora,1,0,H,1.9,3.2,3.6
2005-11-28,gil vicente,porto,0,1,A,4.5,3.4,1.66
2005-12-02,porto,sporting,1,1,D,1.83,3.25,3.75
2005-12-03,belenenses,nacional,1,0,H,2.75,3.25,2.25
2005-12-03,maritimo,benfica,0,1,A,2.62,3.2,2.37
2005-12-04,boavista,penafiel,2,1,H,1.4,4.0,6.5
2005-12-04,est amadora,gil vicente,1,0,H,2.1,3.25,3.0
2005-12-04,naval,academica,0,1,A,2.1,3.25,3.0
2005-12-04,rio ave,pacos ferreira,2,2,D,1.9,3.25,3.5
2005-12-04,sp braga,setubal,0,1,A,1.72,3.4,4.2
2005-12-05,guimaraes,leiria,0,3,A,1.83,3.25,3.75
2005-12-09,sporting,est amadora,0,1,A,1.28,4.33,9.5
2005-12-10,nacional,maritimo,2,1,H,1.83,3.1,4.0
2005-12-10,leiria,porto,1,3,A,4.5,3.3,1.8
2005-12-11,gil vicente,naval,2,0,H,1.9,3.25,3.5
2005-12-11,penafiel,guimaraes,0,1,A,2.25,3.2,2.8
2005-12-11,pacos ferreira,sp braga,1,0,H,2.6,3.2,2.4
2005-12-11,academica,rio ave,2,2,D,2.0,3.25,3.25
2005-12-11,benfica,boavista,1,0,H,1.61,3.4,5.0
2005-12-12,setubal,belenenses,1,0,H,1.66,3.4,4.5
2005-12-16,naval,sporting,0,2,A,3.75,3.25,1.83
2005-12-17,belenenses,pacos ferreira,2,0,H,2.2,3.2,2.87
2005-12-17,benfica,nacional,1,0,H,1.66,3.4,4.5
2005-12-17,est amadora,leiria,1,2,A,2.1,3.25,3.0
2005-12-17,maritimo,setubal,1,0,H,2.37,3.2,2.62
2005-12-17,porto,penafiel,3,1,H,1.16,6.0,11.0
2005-12-17,rio ave,gil vicente,1,0,H,1.8,3.25,4.0
2005-12-17,sp braga,academica,2,0,H,1.61,3.4,5.0
2005-12-18,boavista,guimaraes,1,1,D,1.61,3.4,5.0
2005-12-20,sporting,rio ave,3,0,H,1.33,4.33,7.0
2005-12-21,setubal,benfica,0,1,A,4.0,3.25,1.8
2005-12-21,pacos ferreira,maritimo,1,2,A,1.9,3.25,3.4
2005-12-21,leiria,naval,2,1,H,1.66,3.25,4.5
2005-12-21,gil vicente,sp braga,2,1,H,2.5,3.2,2.4
2005-12-21,academica,belenenses,0,1,A,1.8,3.25,3.75
2005-12-22,boavista,nacional,0,3,A,2.0,3.2,3.2
2005-12-22,guimaraes,porto,0,2,A,4.5,3.5,1.61
2005-12-22,penafiel,est amadora,0,1,A,2.5,3.1,2.5
2006-01-06,belenenses,gil vicente,0,2,A,1.8,3.25,4.0
2006-01-06,nacional,setubal,2,2,D,1.72,3.25,4.33
2006-01-07,maritimo,academica,2,2,D,1.72,3.25,4.33
2006-01-07,naval,penafiel,4,1,H,2.0,3.25,3.25
2006-01-07,sp braga,sporting,3,2,H,2.5,3.2,2.5
2006-01-08,porto,boavista,1,0,H,1.44,3.75,6.5
2006-01-08,benfica,pacos ferreira,2,0,H,1.3,4.5,8.0
2006-01-08,est amadora,guimaraes,2,0,H,2.1,3.25,3.0
2006-01-09,rio ave,leiria,1,2,A,2.1,3.25,3.0
2006-01-14,sp braga,leiria,1,0,H,1.66,3.4,4.33
2006-01-14,belenenses,sporting,0,1,A,3.0,3.2,2.1
2006-01-15,naval,guimaraes,0,0,D,2.2,3.25,2.75
2006-01-15,rio ave,penafiel,2,0,H,1.61,3.5,4.5
2006-01-15,nacional,pacos ferreira,2,2,D,1.66,3.4,4.33
2006-01-15,benfica,academica,3,0,H,1.2,5.0,10.0
2006-01-15,est amadora,porto,2,1,H,4.5,3.5,1.61
2006-01-15,maritimo,gil vicente,1,1,D,1.8,3.25,4.0
2006-01-16,setubal,boavista,0,2,A,2.2,3.25,2.75
2006-01-19,penafiel,sp braga,0,0,D,4.33,3.4,1.66
2006-01-20,gil vicente,benfica,1,3,A,4.33,3.25,1.72
2006-01-21,sporting,maritimo,1,1,D,1.4,3.75,7.5
2006-01-21,academica,nacional,0,0,D,2.7,3.1,2.37
2006-01-21,porto,naval,1,0,H,1.16,6.0,13.0
2006-01-21,boavista,est amadora,2,1,H,1.72,3.25,4.33
2006-01-21,guimaraes,rio ave,1,1,D,2.1,3.2,3.1
2006-01-21,pacos ferreira,setubal,1,2,A,2.25,3.2,2.8
2006-01-23,leiria,belenenses,2,2,D,1.8,3.4,3.75
2006-01-27,pacos ferreira,boavista,0,1,A,2.62,3.0,2.5
2006-01-28,benfica,sporting,1,3,A,1.9,3.2,3.6
2006-01-28,naval,est amadora,2,0,H,2.4,3.2,2.6
2006-01-29,belenenses,penafiel,5,0,H,1.57,3.6,5.0
2006-01-29,maritimo,leiria,3,0,H,2.0,3.2,3.3
2006-01-29,nacional,gil vicente,2,0,H,1.61,3.4,5.0
2006-01-29,rio ave,porto,0,0,D,4.33,3.5,1.66
2006-01-29,sp braga,guimaraes,1,0,H,1.61,3.6,4.33
2006-01-30,setubal,academica,0,1,A,1.66,3.4,4.5
2006-02-03,boavista,naval,3,0,H,1.5,3.5,6.0
2006-02-04,leiria,benfica,3,1,H,4.0,3.0,1.83
2006-02-04,academica,pacos ferreira,3,0,H,2.0,3.25,3.25
2006-02-04,sporting,nacional,1,0,H,1.66,3.4,4.33
2006-02-05,guimaraes,belenenses,2,2,D,2.2,3.25,2.8
2006-02-05,gil vicente,setubal,5,0,H,2.3,3.2,2.75
2006-02-05,penafiel,maritimo,3,2,H,3.25,3.25,2.0
2006-02-05,est amadora,rio ave,0,0,D,2.0,3.25,3.25
2006-02-06,porto,sp braga,1,1,D,1.61,3.4,5.0
2006-02-11,academica,boavista,0,2,A,2.4,3.2,2.6
2006-02-11,belenenses,porto,0,2,A,4.33,3.3,1.72
2006-02-12,sp braga,est amadora,1,1,D,1.53,3.6,5.5
2006-02-12,setubal,sporting,1,2,A,3.25,3.25,2.0
2006-02-12,rio ave,naval,0,1,A,1.66,3.2,5.0
2006-02-12,pacos ferreira,gil vicente,1,0,H,2.2,3.2,2.9
2006-02-12,benfica,penafiel,4,0,H,1.16,6.0,11.0
2006-02-12,nacional,leiria,1,4,A,1.66,3.3,4.75
2006-02-13,maritimo,guimaraes,0,1,A,1.8,3.25,4.0
2006-02-17,boavista,rio ave,2,1,H,1.61,3.4,5.0
2006-02-18,sporting,pacos ferreira,3,0,H,1.28,4.33,9.5
2006-02-18,guimaraes,benfica,2,0,H,3.5,3.5,1.83
2006-02-19,penafiel,nacional,1,2,A,3.25,3.25,2.0
2006-02-19,porto,maritimo,1,0,H,1.25,4.5,11.0
2006-02-19,naval,sp braga,0,1,A,2.8,3.25,2.2
2006-02-19,est amadora,belenenses,1,2,A,2.1,3.25,3.0
2006-02-19,gil vicente,academica,4,3,H,2.0,3.25,3.25
2006-02-20,leiria,setubal,0,2,A,1.8,3.4,3.75
2006-02-24,gil vicente,boavista,0,1,A,2.6,3.2,2.4
2006-02-25,academica,sporting,0,3,A,4.33,3.3,1.72
2006-02-25,nacional,guimaraes,1,1,D,1.72,3.3,4.33
2006-02-26,pacos ferreira,leiria,1,1,D,2.4,3.2,2.6
2006-02-26,belenenses,naval,2,3,A,1.72,3.3,4.33
2006-02-26,benfica,porto,1,0,H,2.4,3.2,2.6
2006-02-26,maritimo,est amadora,1,0,H,1.83,3.3,3.8
2006-02-26,setubal,penafiel,2,0,H,1.57,3.6,5.0
2006-02-27,sp braga,rio ave,5,0,H,1.53,3.6,5.5
2006-03-03,guimaraes,setubal,4,0,H,1.83,3.4,3.6
2006-03-04,naval,maritimo,2,0,H,2.37,3.1,2.7
2006-03-04,est amadora,benfica,1,2,A,3.6,3.2,1.9
2006-03-04,boavista,sp braga,0,0,D,1.9,3.25,3.5
2006-03-05,sporting,gil vicente,2,0,H,1.25,5.0,9.0
2006-03-05,penafiel,pacos ferreira,2,2,D,2.5,3.2,2.5
2006-03-05,porto,nacional,3,0,H,1.5,3.5,6.0
2006-03-05,leiria,academica,0,2,A,1.8,3.25,4.0
2006-03-06,rio ave,belenenses,2,1,H,2.1,3.25,3.0
2006-03-10,setubal,porto,0,2,A,5.0,3.4,1.61
2006-03-11,gil vicente,leiria,1,2,A,2.2,3.2,2.87
2006-03-11,maritimo,rio ave,0,0,D,1.83,3.25,3.8
2006-03-11,sporting,boavista,1,0,H,1.61,3.4,5.0
2006-03-11,academica,penafiel,1,0,H,1.44,3.75,6.5
2006-03-12,benfica,naval,0,0,D,1.28,4.5,9.0
2006-03-12,nacional,est amadora,1,2,A,1.61,3.4,5.0
2006-03-12,pacos ferreira,guimaraes,1,1,D,2.4,3.2,2.6
